Family,Product-Type,Steel,Carbon,Hardness,Temper_rolling,Condition,Formability,Strength,Non-ageing,Surface-finish,Enamelability,Bc,Bendability,Delamination,Weldability,Coating,Lubrication,Adhesion,Quality,Location,Surface-defects,Pitted,Passivation,Ferrous,Stainless,Resilience,Corrosion,Fabrication
,,,,,,B,,,,,,,,,,,,,,,SHEET,0.8,610.0,4880,,0,,2
,E,,,,,,,,,,,,,,,,,,,,COIL,0.6,20.0,0,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,0.7,1320.0,0,,0,,3
,,,,,,,,,C,,,,,,,,,,,,COIL,1.6,610.0,0,,0,,5
,F,,,,,,,,,,,,,,,,,,,,SHEET,0.7,1220.0,4880,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.3,1220.0,762,,0,,U
,G,,,,,,,,,,,,,,,,Y,,,,COIL,3.2,610.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.601,610.0,762,,0,,3
,E,,,,,,,,,,Y,,,,,,,,,,COIL,0.321,610.0,0,,0,,3
,E,,,,,,,,,,Y,,,,,,,,,,COIL,0.601,1220.0,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,COIL,0.699,610.0,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,3.2,150.0,4880,,0,,3
,F,,,,,,,,,,,,,,,,,,,,SHEET,0.7,1220.0,762,,0,,3
,,,,,,,,,C,,,,,,,,,,,,COIL,0.6,250.0,0,,0,,5
,G,,,,,,,,,,,,,,,,,,,,COIL,3.2,1220.0,0,Y,0,,U
,,,,Y,,,,,,,,,,,,,,,,,SHEET,0.8,1320.0,762,,0,,2
,,,,,,,,,,,,,,,,,,,,,COIL,0.8,609.9,0,,0,,1
,F,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,1.2,610.0,4170,,0,,3
,F,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.699,1320.0,761,,0,,3
,,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.8,1320.0,4880,,0,,2
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,3.2,150.0,762,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,1.299,1050.0,1220,,0,,2
,E,,,Y,,,Y,,,,,,,,,,,,,,SHEET,3.2,1300.0,4880,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.6,375.0,4880,,0,,3
,G,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.7,610.0,762,,0,,3
,,,,Y,,,,,,,,,,,,,,,,,COIL,1.2,1220.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.0,75.0,0,,0,,1
,,,,Y,,,,,,,,,,,,,,,,,SHEET,1.0,1320.0,762,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,2.5,610.0,0,,600,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,0.8,610.0,4880,,0,,2
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.6,520.0,762,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,0.8,50.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.3,1320.0,4880,Y,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,COIL,0.7,610.0,0,,0,,3
P,,,,,,,,,,,,,,,,,,,,,SHEET,2.0,610.0,762,,0,,2
,,,,,,,,,,,,,,Y,,,,,,,SHEET,0.5,609.9,3000,,0,,5
,G,,,,,,,,,,,,,,,,,,,,COIL,0.7,610.0,0,,0,,3
,E,,,,,,,,,,,,,,,,Y,,,,SHEET,1.0,610.0,4880,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,COIL,1.601,1320.0,0,,0,,3
,E,,,,,,,,,,Y,,,,,,,,,,SHEET,0.301,610.0,762,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.2,609.9,612,,0,,2
,,,,,,,Y,,,,,,,,,,,,,,SHEET,0.8,1500.0,4170,,0,,2
,D,,,,,B,,,,,,,,,,,,,,,SHEET,0.7,1300.0,762,,0,,3
,E,,,,,,,,,,,,,,,,Y,,,,COIL,1.201,50.0,0,,0,,3
,F,,,,,,,,,,,,,,,,,,,,SHEET,0.75,610.0,4880,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.7,374.9,762,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.6,609.9,0,,0,,3
,,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.8,610.0,4880,,0,,2
,,,,,,,,,,,,,,,,,,,,,COIL,1.09,900.0,0,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,COIL,0.699,1320.0,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,0.7,150.0,762,,0,,3
,,,,,Y,M,,,,,,,,,,,Y,,,,COIL,2.2,900.0,0,,0,,3
,,1.0,,,,,,,,,,,,,,,,,,,SHEET,0.7,610.0,4880,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,1.0,25.0,0,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,COIL,0.699,610.0,0,,0,,3
,E,,,,,,,,,,Y,,,,,,,,,,COIL,0.7,610.0,0,,0,3.0,3
,,,,,,,Y,,,,,,,,,,,,,,SHEET,1.599,1320.0,4880,,0,,2
,,1.0,,,,,,,,,,,,,,,,,,,SHEET,0.7,1320.0,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,3.2,1320.0,4880,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.699,1320.0,762,N,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.601,610.0,0,,0,,3
,,,,,,,,,C,,,,,,,,,,,,SHEET,0.6,610.0,761,,0,,5
,E,,,Y,,,,,,,,,,,,,,,,,COIL,3.2,610.0,0,,0,,3
,,,,,Y,M,,,,,,,,,,,,,,,COIL,2.3,900.0,0,,600,,3
,F,,,Y,,,,,,,,,,,,,,,,,SHEET,0.6,300.1,4880,,0,,3
,F,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.699,300.1,4880,,0,,3
,E,,,,,M,,,,,,,,,,,,,,,COIL,4.0,610.0,0,,600,,3
,E,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,1.599,610.0,762,,0,,3
,E,,,,Y,,,,,,,,,,,,,,,,SHEET,0.4,1220.0,762,,0,,U
,G,,,,,,,,,,,,,,,,,,,,COIL,1.601,609.9,0,,0,,3
,D,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.4,1220.0,300,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,1.6,1220.0,0,,0,3.0,3
,E,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.7,1300.0,762,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.3,1220.0,4880,,0,,U
,,,,,,,,,C,,,,,,,,,,,,SHEET,1.6,1220.0,761,,0,,5
,G,,,Y,,B,,,,,,,,,,,,,,,COIL,0.4,610.0,0,,0,,3
,D,,,,,B,,,,,,,,,,,,,,,SHEET,0.3,610.0,762,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.0,610.0,0,,0,,3
,G,,,,,B,,,,,,,,,,,,,,,SHEET,0.7,610.0,4880,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,0.8,75.0,0,,0,,1
,E,,,,Y,,,,,,,,,,,,,,,,COIL,2.5,1320.0,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,1.6,1250.0,4880,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.7,610.0,0,,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,COIL,0.601,1320.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.7,1320.1,762,,0,,3
,E,,,,,M,,,,,,,,,,,,,,,COIL,3.201,385.1,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,1.6,500.0,4880,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.7,1320.0,4880,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,4.0,500.0,0,,0,,3
,G,,,,,,,,,,Y,,,,,,,,,,COIL,0.4,609.9,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.6,610.0,4170,,0,,2
,,,,,,,,,,,,,,Y,,,,,,,SHEET,1.6,610.0,762,,0,,5
,D,,,,,B,Y,,,,,,,,,,,,,,SHEET,1.6,1300.0,4880,,0,,3
,E,,,,,,,,,,,,,,,,Y,,,,COIL,3.2,50.0,0,,0,,3
,G,,,,,,,,,,Y,,,,,,,,,,COIL,0.5,29.0,0,,0,,3
,G,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.3,595.0,762,,0,,3
,E,,,,Y,,,,,,Y,,,,,,,,,,SHEET,1.2,1200.0,611,,0,,U
,G,,,,,M,,,,,,,,,,,,,,,COIL,2.801,355.0,0,,0,,3
,G,,,,,M,,,,,,,,,,,,,,,COIL,4.0,610.0,0,,500,,U
,F,,,Y,,,,,,,,,,,,,,,,,SHEET,0.699,609.9,0,,0,,3
,,,,,,M,,,,,,,,,,,,,,,COIL,1.5,900.0,0,,0,,3
,E,,,,Y,M,,,,,,,,,,,,,,,COIL,4.0,1000.0,0,,600,,3
,,,,,,,,,,,,,Y,,,,,,,,COIL,0.8,915.0,0,,0,,1
,E,,,,Y,,,,,,,,,,,,,,,,COIL,0.7,610.0,0,,0,,3
,G,,,,,M,,,,,,,,,,,Y,,,,COIL,3.201,610.0,0,,600,,U
,F,,,,,,,,,,,,,,,,,,,,SHEET,1.0,1320.0,762,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,COIL,0.4,1320.0,0,,0,,3
,,,,,,,,,,,,,,Y,,,,,,,SHEET,1.6,610.0,762,,0,,5
,E,,,,,,,,,,,,,,,,Y,,,,COIL,0.7,610.0,0,,0,,3
,E,,,,Y,,,,,,,,,,,,,,,,SHEET,0.4,1220.0,0,,0,,U
,,,,,Y,M,,,,,,,,,,,,,,,COIL,3.2,900.0,0,,500,,3
,,,,,,,,,,,,,,Y,,,,,,,SHEET,0.5,609.9,612,,0,,5
,,,,,,,Y,,,,,,,,,,,,,,SHEET,1.599,1500.0,612,,0,,2
,,,,,,,Y,,,,,,,,,,,,,,SHEET,0.8,1320.0,4880,,0,,2
,G,,,,,,,,,,,,,,,,,,,,COIL,2.5,1320.0,0,,0,,3
,E,,,,,,,,,,Y,,,,,,,,,,COIL,0.8,900.1,0,,0,,3
,E,,,,,M,,,,,,,,,,,,,,,COIL,4.0,385.1,0,,0,,3
,G,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.699,1300.0,762,,0,,3
,F,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.6,610.0,4880,,0,,3
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.7,375.0,612,,0,,3
,G,,,,,,,,,,Y,,,,,,,,,,SHEET,0.4,610.0,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.3,1320.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,3.2,610.0,0,,0,3.0,3
,G,,,,,,,,,,,,,,,,,,,,COIL,1.201,1220.0,0,Y,0,,U
,D,,,,,,,,,,,,,,,,,,,,SHEET,0.7,1320.0,762,,0,,3
,,,,Y,,,,,,,,,,,,,,,,,COIL,0.8,610.0,0,,0,,2
,D,,,,,,,,,,,,,,,,,,,,COIL,0.699,610.0,0,N,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,1.6,609.9,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.09,610.0,0,,0,,3
,D,,,,,B,,,,,,,,,,,,,,,SHEET,0.3,610.0,4880,,0,,3
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,1.2,609.9,612,,0,,3
,,,,,,,,,,,,,,,,,Y,,,,COIL,0.6,900.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,2.0,1500.0,612,,0,,2
,,2.0,,,,,,,,,,,,,,,,,,,COIL,0.8,20.0,0,,0,,2
,,,,,,,,,,,,,,,,,,,,,COIL,0.6,900.0,0,,0,,3
,F,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.999,1220.0,4880,,0,,3
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,1.599,1320.0,4880,,0,,3
,,,,,,,Y,,,,,,,,,,,,,,SHEET,2.0,610.0,612,,0,,2
,,,,,,,,,,,,,,,,,,,,,SHEET,0.6,610.0,762,,0,,3
,F,,,Y,,,Y,,,,,,,,,,,,,,SHEET,0.6,609.9,762,,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,COIL,0.9,610.0,0,,0,,3
,,,,,Y,,,,,,,,,,,,,,,,SHEET,1.599,610.0,4880,,0,,2
,E,,,,,,,,,,,,,,,,,,,,COIL,0.4,1320.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.2,335.0,612,,0,,2
,,,,,,,,,,,,,,,,,,,,,COIL,1.0,609.9,0,,0,,1
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.9,1050.0,1220,,0,,2
,E,,,,,,,,,,,,,,,,,,,,COIL,1.201,75.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,1.3,1090.0,0,,0,,2
,E,,,,,,,,,,Y,,,,,,,,,,COIL,0.7,20.0,0,,0,,3
P,,,,,,,,,,,,,,,,B,,,,,SHEET,2.0,609.9,301,,0,,2
,G,,,,,,,,,,,,,,,,,,,,COIL,1.201,610.0,0,Y,0,,U
,,,,,,,,,,,,,,Y,,,,,,,COIL,0.799,249.9,0,,0,,5
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,0.3,610.0,762,Y,0,,3
,D,,,,,,,,,,,,,,,,,,,,SHEET,0.599,1320.0,761,,0,,3
,G,,,Y,,,,,,,,,,,,,,,,,SHEET,1.6,610.0,762,,0,,3
,E,,,,Y,,,,,,,,,,,,,,,,COIL,0.699,1320.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.09,610.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,0.8,900.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,1.6,1320.0,0,,0,,3
,,2.0,,,,,,,,,,,,,,,,,,,SHEET,1.599,1320.0,762,,0,,2
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,3.2,1320.0,4880,,0,,3
,G,,,,,,,,,,Y,,,,,,,,,,COIL,0.301,20.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.7,335.0,612,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.699,1320.0,762,Y,0,,3
,D,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.699,1220.0,761,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.09,900.0,0,,0,,3
,G,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.801,255.1,269,,0,,3
,E,,,,Y,,,,,,Y,,,,,,,,,,SHEET,1.2,600.0,150,,0,,U
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.699,610.0,762,N,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.6,831.9,881,,0,,2
,G,,,,,,,,,,,,,,,,,,,,COIL,0.699,20.0,0,,0,,3
,E,,,,,,,,,,Y,,,,,,,,,,COIL,0.321,610.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.8,1275.0,4880,,0,,3
,F,,,Y,,,Y,,,,,,,,,,,,,,SHEET,0.699,1220.0,4880,,0,,3
,E,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.699,595.0,762,,0,,3
,,,,,,M,,,,,,,,,,,,,,,COIL,2.2,900.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,1.201,50.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.2,335.0,3000,,0,,2
,G,,,,Y,M,,,,,,,,,,,,,,,COIL,1.4,1310.0,0,,0,,3
,,,,,Y,,,,,,,,,,,,,,,,SHEET,0.8,610.0,762,,0,,2
,E,,,,Y,M,,,,,,,,,,,,,,,COIL,4.0,610.0,0,,600,,3
,,,,,,,,,,P,,,,,,,,,,,SHEET,0.5,610.0,762,,0,,5
,G,,,,,,,,,,,,,,,,Y,,,,COIL,2.8,610.0,0,,600,,3
,G,,,,,B,,,,,,,,,,,,,,,COIL,0.799,1300.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.6,1500.0,612,,0,,2
,E,,,,,,,,,,Y,,,,,,,,,,SHEET,1.2,609.9,4170,,0,,3
,E,,,,,,,,,,,,,,,,Y,,,,COIL,3.201,152.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.601,1320.0,4880,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.4,1320.0,4880,N,0,,3
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,0.7,610.0,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,1.0,1320.0,762,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,1.6,1320.0,612,Y,0,,U
,G,,,,,,,,,,,,,,,,,,,,COIL,1.6,1525.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,2.0,610.0,4170,,0,,2
,G,,,,,,,,,,,,,,,,,,,,COIL,0.799,20.0,0,,0,,3
,,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.8,1300.0,762,,0,,2
,,,,,,,,,,,,,,Y,,,,,,,SHEET,0.6,610.0,300,,0,,5
,,,,,,,,,,,,,,Y,,,,,,,COIL,1.6,610.0,0,,0,,5
,E,,,Y,,,Y,,,,,,,,,,,,,,SHEET,0.699,1320.0,762,Y,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,COIL,2.5,610.0,0,,600,,3
,E,,,Y,,,,,,,Y,,,,,,,,,,COIL,0.451,20.0,0,,0,,3
,,,,Y,,,,,,,,,,,,,,,,,SHEET,0.8,1500.0,4170,,0,,2
,E,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.699,1320.0,761,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,3.201,1320.0,4880,,0,,3
,F,,,Y,,,,,,,,,,,,,,,,,SHEET,0.6,300.1,762,,0,,3
,G,,,,,B,,,,,,,,,,,,,,,COIL,0.5,25.0,0,,0,,3
,E,,,,,M,,,,,,,,,,,,,,,COIL,3.5,1000.0,0,,600,,3
,F,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.6,609.9,4880,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.8,50.0,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,COIL,1.6,1320.0,0,,0,,3
,G,,,,,,,,,,Y,,,,,,,,,,COIL,0.3,609.9,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,1.6,609.9,612,,0,,3
,F,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.6,610.0,4170,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,3.2,610.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.6,610.0,0,,0,,3
,D,,,,,,,,,,,,,,,,,,,,COIL,0.7,1320.0,0,,0,,3
,G,,,,,M,,,,,,,,,,,,,,,COIL,4.0,385.1,0,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,0.6,1320.0,0,,600,,3
,,,,,Y,M,,,,,,,,,,,,,,,COIL,2.2,640.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.699,20.0,0,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,COIL,0.699,1320.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,1.2,609.9,614,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,1.0,1320.0,4880,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.2,609.9,0,,0,,5
,,,,,,,,,,,,,,,,,,,,,COIL,1.0,610.0,0,,0,,3
,,,,,Y,M,,,,,,,,,,,Y,,,,COIL,1.5,900.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,3.2,900.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.699,610.0,762,N,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.699,609.9,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.699,610.0,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,0.3,1320.0,762,Y,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,2.501,1275.0,4880,,0,,3
,E,,,,Y,,,,,,,,,,,,,,,,SHEET,1.0,1220.0,762,,0,,U
,D,,,,,,,,,,,,,,,,,,,,SHEET,0.7,610.0,759,,0,,3
,D,,,,,,,,,,,,,,,,,,,,SHEET,0.7,609.9,3000,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,3.2,200.1,4880,,0,,U
,E,,,,,,,,,,,,,,,,,,,,COIL,0.4,609.9,0,,0,,3
,,,,,,,,,,,,,,Y,,,,,,,SHEET,0.6,335.0,3000,,0,,5
,E,,,,,B,,,,,,,,,,,,,,,SHEET,0.6,1250.0,4880,,0,,3
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.7,1300.0,762,,0,,3
,,,,,,,,,C,,,,,,,,,,,,SHEET,0.6,610.0,612,,0,,5
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,3.2,610.0,4880,,0,,3
,G,,,,,,,,,,Y,,,,,,,,,,SHEET,0.3,610.0,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.6,609.0,0,,0,,3
,E,,,,Y,,,,,,Y,,,,,,,,,,SHEET,1.2,1200.0,150,,0,,U
,G,,,,,,,,,,,,,,,,,,,,COIL,1.2,609.9,0,,0,,U
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.7,609.9,4170,,0,,3
,,,,,,B,,,,,,,,,,,,,,,SHEET,1.599,1300.0,4880,,0,,2
,E,,,,,B,,,,,,,,,,,,,,,COIL,0.699,20.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.699,1320.0,0,,0,,3
,G,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.3,1300.0,762,,0,,3
,E,,,,,,Y,,,,Y,,,,,,,,,,SHEET,1.2,1320.0,4170,,0,,3
,F,,,Y,,B,,,,,,,,,,,,,,,SHEET,0.6,520.0,4880,,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,COIL,0.3,610.0,0,,0,,3
,F,,,Y,,,,,,,,,,,,,,,,,SHEET,0.6,610.0,4880,,0,,3
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,0.7,610.0,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.601,610.0,4880,,0,,3
,,,,,,,,,,P,,,,,,,,,,,SHEET,1.6,610.0,762,,0,,5
,E,,,,,,,,,,Y,,,,,,,,,,COIL,0.6,609.9,0,,0,,3
,D,,,,,,,,,,,,,,,,,,,,SHEET,0.3,519.9,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,1.0,75.0,0,,0,,3
,,,,,,M,,,,,,,,,,,,,,,COIL,2.3,900.0,0,,500,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.3,610.0,4880,Y,0,,3
,G,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.8,356.1,762,,0,,3
,,,,,Y,,,,,,,,,,,,,,,,SHEET,0.8,1300.0,4880,,0,,2
,G,,,,,,,,,,,,,,,,,,,,COIL,3.201,190.0,0,,0,,U
,G,,,,,,,,,,,,,,,,,,,,COIL,2.501,600.1,0,,0,,3
,F,,,Y,,,,,,,,,,,,,,,,,SHEET,0.999,610.0,762,,0,,3
