Family,Product-Type,Steel,Carbon,Hardness,Temper_rolling,Condition,Formability,Strength,Non-ageing,Surface-finish,Enamelability,Bc,Bendability,Delamination,Weldability,Coating,Lubrication,Adhesion,Quality,Location,Surface-defects,Pitted,Passivation,Ferrous,Stainless,Resilience,Corrosion,Fabrication
,,,,,,,,,,,,,,Y,,,,,,,COIL,1.2,609.9,0,,0,,5
,G,,,,,,,,,,,,,,,,Y,,,,COIL,0.799,609.9,0,,0,,3
,E,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.699,610.0,150,,0,,3
,,1.0,,,,,,,,,,,,,,,,,,,COIL,0.7,1320.0,0,,0,,3
,,,,,Y,M,,,,,,,,,,,,,,,COIL,1.5,640.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,1.6,610.0,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,3.2,1320.0,762,,0,,3
,G,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.301,500.0,4120,Y,0,,3
,,,,,,M,,,,,,,,,,,,,,,COIL,3.2,900.0,0,,0,,3
,E,,,,,,,,,,Y,,,,,,,,,,SHEET,0.7,1320.0,762,,0,,3
,,,,,,,Y,,,,,,,,,,,,,,SHEET,2.0,610.0,4170,,0,,2
,,,,,,,,,,,,,,,,,Y,,,,COIL,1.0,610.0,0,,0,,3
,,,,,,M,,,,,,,,,,,,,,,COIL,2.3,640.0,0,,500,,3
,,,,,,,Y,,,,,,,,,,,,,,SHEET,1.6,610.0,612,,0,,2
,,,,,,,,,,,,,,,,,,,,,SHEET,0.8,610.0,762,,0,,2
,F,,,,,,,,,,,,,,,,,,,,SHEET,0.6,520.0,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.8,609.9,0,,0,,3
,,,,,,B,,,C,,,,,,,,,,,,COIL,1.6,600.1,0,,0,,5
,,2.0,,,,,,,,,,,,,,,,,,,SHEET,0.8,1320.0,4880,,0,,2
,E,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,1.601,610.0,762,,0,,3
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,0.7,1320.0,762,,0,,3
,,,,,,,,,C,,,,,,,,,,,,SHEET,1.6,1220.0,612,,0,,5
,D,,,Y,,,,,,,,,,,,,,,,,SHEET,0.699,610.0,4880,N,0,,3
,F,,,Y,,B,,,,,,,,,,,,,,,SHEET,0.6,609.9,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.7,20.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,0.8,1320.0,0,,0,,2
,E,,,Y,,,,,,,,,,,,,,,,,COIL,0.8,609.9,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.601,610.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,0.8,610.0,762,,0,,2
,G,,,,,,,,,,,,,,,,,,,,SHEET,1.599,1275.0,762,,0,,3
,G,,,,,,,,,,Y,,,,,,,,,,SHEET,0.4,1220.0,4170,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.799,20.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.5,640.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.0,1320.0,762,,0,,3
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,1.599,610.0,762,,0,,3
,,,,,,M,,,,,,,,,,,,,,,COIL,3.2,900.0,0,,600,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.301,610.0,0,N,0,,3
,,,,,,,,,C,,,,,,,,,,,,SHEET,0.6,609.9,1,,0,,5
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.7,609.9,612,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.3,1250.0,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,COIL,0.3,610.0,0,,0,,3
P,,,,,,,,,,,,,,,,B,,,,,SHEET,2.0,300.1,301,,0,,2
,E,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,1.599,1300.0,762,,0,,3
,G,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.7,610.0,4880,,0,,3
,E,,,,,,,,,,Y,,,,,,,,,,COIL,1.2,599.9,0,,0,,3
,G,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.8,356.1,4880,,0,,3
,E,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,1.601,610.0,4880,,0,,3
,E,,,,Y,,,,,,Y,,,,,,,,,,SHEET,0.4,600.0,611,,0,,U
,G,,,,,,,,,,,,,,,,,,,,COIL,0.601,610.0,0,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,0.699,20.0,0,,0,,3
,F,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,1.2,610.0,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.6,610.0,0,,0,,3
,G,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.801,356.0,762,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,2.5,610.0,762,,0,,3
,E,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.699,609.0,612,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,3.2,610.0,0,,0,,3
P,,,,,,,,,,,,,,,,,,,,,SHEET,2.0,300.1,301,,0,,2
,G,,,,,,,,,,,,,,,,,,,,COIL,1.0,1320.0,0,,0,,3
P,,,,,,,,,,,,,,,,,,,,,SHEET,1.6,610.0,762,,0,,2
,F,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.6,1320.0,301,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,3.2,609.9,0,,0,,3
,D,,,,,,,,,,,,,,,,,,,,COIL,0.7,610.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,1.001,609.9,0,,0,,U
,F,,,Y,,,Y,,,,,,,,,,,,,,SHEET,0.699,519.0,762,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,3.0,65.1,0,,0,,3
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,1.599,610.0,4170,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,SHEET,0.7,609.9,4880,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,0.6,610.0,0,,0,,3
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,0.7,1320.0,762,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,0.8,1320.0,761,,0,,2
,,,,,,,,,,,,,,,,,Y,,,,COIL,0.6,610.0,0,,0,,3
,E,,,,,,,,,,Y,,,,,,,,,,COIL,0.7,1220.0,0,,0,,3
,F,,,Y,,B,,,,,,,,,,,,,,,SHEET,0.6,520.0,762,,0,,3
,D,,,,,B,,,,,,,,,,,,,,,SHEET,0.3,1320.0,762,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.4,1320.0,762,N,0,,3
,,,,,,,,,,,,,,Y,,,,,,,SHEET,0.5,1220.0,4880,,0,,5
,G,,,,,,,,,,,,,,,,,,,,COIL,3.201,0.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.699,1250.0,0,,0,,3
,,,,,Y,M,,,,,,,,,,,Y,,,,COIL,3.2,640.0,0,,600,,3
,,,,,,,,,,,,,,Y,,,,,,,COIL,0.8,50.0,0,,0,,5
,E,,,,,,,,,,,,,,,,,,,,SHEET,1.0,610.0,762,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.6,609.9,0,,0,,5
,G,,,,,,,,,,,,,,,,,,,,COIL,0.799,20.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.601,610.0,0,,0,3.0,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.3,1320.0,762,Y,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.4,609.9,0,,0,,U
,E,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.7,610.0,762,,0,,3
,F,,,Y,,,,,,,,,,,,,,,,,SHEET,0.6,610.0,761,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,0.699,609.9,0,,0,,3
,G,,,,,,,,,,Y,,,,,,,,,,COIL,0.5,28.0,0,,0,,3
,G,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.7,610.0,4170,,0,,3
,D,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.4,1220.0,761,,0,,3
,E,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.4,610.0,150,,0,,3
,E,,,,,,,,,,,,,,,,Y,,,,SHEET,3.2,610.0,762,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.3,610.0,761,,0,,3
,G,,,,,M,,,,,,,,,,,Y,,,,COIL,4.0,1000.0,0,,600,,U
,,,,,,,,,,,,,,,,,,,,,SHEET,1.0,610.0,4880,,0,,3
,D,,,,,,,,,,,,,,,,,,,,SHEET,1.6,610.0,4880,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,0.8,609.9,762,,0,,2
,G,,,,Y,,,,,,,,,,,,Y,,,,COIL,0.601,610.0,0,,0,,3
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,0.699,1320.0,762,Y,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,4.0,50.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,2.5,1274.9,762,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.599,150.0,762,,0,,2
,G,,,,,,,,,,,,,,,,,,,,COIL,0.8,609.9,0,,0,,3
,F,,,Y,,,Y,,,,,,,,,,,,,,SHEET,0.6,609.9,4880,,0,,3
,D,,,,,,,,,,,,,,,,,,,,SHEET,1.6,1320.0,759,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.601,830.0,881,,0,,2
,E,,,Y,,,,,,,,,,,,,,,,,COIL,1.6,60.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.801,1320.0,0,,600,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.599,610.0,0,,0,,2
,G,,,,,,,,,,Y,,,,,,,,,,SHEET,0.3,1220.0,4170,,0,,3
,E,,,Y,,,Y,,,,,,,,,,,,,,SHEET,1.601,150.0,4880,,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,COIL,1.001,1320.0,0,,500,,3
,D,,,Y,,,,,,,,,,,,,,,,,SHEET,0.699,1320.0,4880,N,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,0.3,1320.0,762,Y,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,SHEET,1.299,1050.0,1220,,0,,2
,F,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.6,300.1,4880,,0,,3
,,,,,,B,,,,,,,,Y,,,,,,,SHEET,0.6,1220.0,762,,0,,5
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.699,610.0,761,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.699,610.0,612,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,1.6,609.9,762,,0,,3
,D,,,,,,,,,,,,,,,,,,,,SHEET,0.699,1320.0,4880,N,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,1.2,610.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.8,1275.0,762,,0,,3
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,1.2,1320.0,611,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,0.8,610.0,1,,0,,2
,G,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.8,255.0,270,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.699,20.0,0,,0,,3
,F,,,Y,,,,,,,,,,,,,,,,,SHEET,0.6,520.0,0,,0,,3
,D,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.4,610.0,300,,0,,3
,D,,,,,,,,,,,,,,,,,,,,COIL,0.4,610.0,0,N,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,SHEET,0.9,610.0,3000,,0,,2
,G,,,,,M,,,,,,,,,,,,,,,COIL,2.801,610.0,0,,600,,3
,,,,,Y,M,,,,,,,,,,,,,,,COIL,2.3,900.0,0,,600,,3
,,,,Y,,,,,,,,,,,,,,,,,SHEET,0.6,1320.0,4880,,0,,3
,,,,,,B,,,,,,,,Y,,,,,,,SHEET,1.6,610.0,4880,,0,,5
,E,,,,,,,,,,Y,,,,,,,,,,SHEET,1.2,610.0,4170,,0,,3
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,1.599,1320.0,4880,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.3,374.9,762,,0,,3
,,,,,,,,,C,,,,,,,,,,,,COIL,0.6,609.9,0,,0,,5
,E,,,Y,,B,,,,,,,,,,,,,,,SHEET,0.6,1250.0,4880,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.4,609.9,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.699,610.0,4880,N,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,0.799,609.9,0,,0,,3
,F,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.699,519.9,762,,0,,3
,,,,,,,Y,,,,,,,,,,,,,,SHEET,0.8,610.0,762,,0,,2
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,0.601,1250.0,4880,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.4,610.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.3,1320.0,0,,0,,3
,G,,,,,,,,,,Y,,,,,,,,,,COIL,1.0,20.0,0,,0,,U
,,,,,,,,,,,,,,Y,,,,,,,COIL,1.6,610.0,0,,0,,5
P,,,,,,,,,,,,,,,,,,,,,SHEET,2.0,1320.0,4880,,0,,2
,D,,,Y,,,,,,,,,,,,,,,,,SHEET,0.699,1320.0,760,N,0,,3
,,,,,,M,,,,,,,,,,,,,,,COIL,2.3,640.0,0,,600,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,3.2,1320.0,0,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,1.201,610.0,0,,0,,3
,E,,,Y,,,Y,,,,,,,,,,,,,,SHEET,0.3,1320.0,4880,Y,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.699,609.9,762,,0,,3
,,,,,,,Y,,,,,,,,,,,,,,SHEET,0.8,610.0,4880,,0,,2
,E,,,,,,,,,,,,,,,,,,,,COIL,0.7,609.9,0,,0,,3
,E,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.4,1320.0,761,,0,,3
,,,,,,B,,,,,,,,,,,,,,,COIL,1.6,610.0,0,,0,,2
,,,,,,,,,,,,,,Y,,,,,,,SHEET,1.6,1220.0,761,,0,,5
,F,,,Y,,,,,,,,,,,,,,,,,SHEET,0.699,1220.0,4880,,0,,3
,,,,,,B,Y,,,,,,,,,,,,,,SHEET,1.599,1525.0,4170,,0,,2
,E,,,,,,,,,,Y,,,,,,,,,,COIL,1.6,610.0,0,,0,2.0,3
,,,,,,,,,,,,,,,,,,,,,COIL,0.5,610.0,0,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,0.3,610.0,0,,0,,3
,E,,,Y,,,Y,,,,,,,,,,,,,,SHEET,0.699,610.0,4880,Y,0,,3
,,,,,,B,,,C,,,,,,,,,,,,COIL,0.6,609.9,0,,0,,5
,E,,,,,,,,,,,,,,,,Y,,,,COIL,0.3,610.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.801,1320.0,0,,600,,3
,,,,,,B,,,,,,,,Y,,,,,,,SHEET,1.6,610.0,762,,0,,5
,E,,,Y,,B,,,,,,,,,,,,,,,SHEET,0.451,610.0,762,,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,COIL,0.601,610.0,0,,0,,3
,,,,,,,,,,P,,,,,,,,,,,COIL,0.6,609.9,0,,0,,5
,,,,,,B,Y,,,,,,,,,,,,,,SHEET,1.599,1320.0,762,,0,,2
,,,,,,,,,,,,,,Y,,,,,,,SHEET,1.6,335.0,612,,0,,5
,D,,,,,,,,,,,,,,,,,,,,SHEET,0.3,610.0,761,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,0.3,610.0,762,Y,0,,3
,E,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.4,1320.0,150,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.9,1320.0,0,,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,COIL,0.8,610.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,0.8,609.9,0,,0,,2
,G,,,,,,,,,,,,,,,,,,,,COIL,0.799,609.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.699,609.9,0,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,SHEET,1.6,150.0,762,,0,,3
,D,,,,,,,,,,,,,,,,,,,,COIL,0.7,1320.0,0,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,0.4,1220.0,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.321,1220.0,0,,0,,U
,G,,,,,,,,,,,,,,,,,,,,SHEET,1.6,1274.9,4880,,0,,3
,D,,,,,,Y,,,,,,,,,,,,,,SHEET,0.7,610.0,4880,,0,,3
,E,,Y,Y,,,,,,,,,,,,,,,,,COIL,1.6,606.9,0,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,SHEET,0.7,609.9,762,,0,,3
,D,,,,,,,,,,,,,,,,,,,,COIL,0.699,610.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,0.8,20.0,0,,0,,2
,,,,,,,,,,,,,,,,,Y,,,,COIL,1.0,900.0,0,,0,,3
P,,,,,,,,,,,,,,,,B,,,,,SHEET,2.0,609.9,4880,,0,,2
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,1.2,150.0,612,,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,COIL,0.6,610.0,0,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,1.2,1220.0,4880,,0,,U
,,,,,,,,,,,,,,,,,,,,,SHEET,1.6,1320.0,762,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,1.201,1320.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,SHEET,1.6,1525.0,612,,0,,2
,D,,,,,,,,,,,,,,,,,,,,SHEET,0.3,150.0,4880,,0,,3
,,,,,,,,,C,,,,,,,,,,,,SHEET,0.6,335.0,1,,0,,5
,G,,,,,,Y,,,,,,,,,,,,,,SHEET,1.601,1300.0,762,,0,,3
,E,,,Y,,,Y,,,,,,,,,,,,,,SHEET,0.3,1320.0,762,Y,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.6,609.0,4880,,0,,3
,E,,,,,B,,,,,Y,,,,,,,,,,COIL,0.7,1220.0,0,,0,,3
,,,,,,,,,,,,,,,,,,,,,COIL,1.599,609.9,0,,0,,2
,G,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.3,595.0,4880,,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.7,1320.0,4880,,0,,3
,E,,,Y,,B,,,,,,,,,,,,,,,COIL,1.6,610.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.8,75.0,0,,0,,3
,,1.0,,,,,,,,,,,,,,,,,,,COIL,0.8,609.9,0,,0,,3
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.7,150.0,612,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.7,150.0,762,,0,,3
,,,,,,,,,,P,,,,,,,,,,,SHEET,1.6,1220.0,762,,0,,5
,G,,,,,M,,,,,,,,,,,,,,,COIL,2.801,1000.0,0,,600,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.6,1320.0,0,,0,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.6,610.0,0,,0,,3
,,,,,,M,,,,,,,,,,,,,,,SHEET,2.5,610.0,4880,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,1.2,609.9,4170,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,0.7,609.9,762,,0,,3
,E,,,Y,,B,,,,,,,,,,,,,,,SHEET,1.599,610.0,762,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.601,609.9,612,,0,,3
,E,,,,,,,,,,,,,,,,,,,,SHEET,0.699,1320.0,4880,Y,0,,3
,E,,,,,,Y,,,,Y,,,,,,,,,,SHEET,1.2,610.0,4170,,0,,3
,E,,,,Y,,,,,,,,,,,,,,,,COIL,0.4,610.0,0,,0,,3
,D,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.7,610.0,4880,,0,,3
,F,,,Y,,B,Y,,,,,,,,,,,,,,SHEET,0.7,1220.0,762,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,COIL,0.4,609.9,0,,0,,3
,G,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,0.7,1300.0,4170,,0,,3
,,,,,,,,,,,,,,Y,,,,,,,COIL,0.8,50.0,0,,0,,5
,,,,,,,,,,,,,,,,,,,,,COIL,1.1,610.0,0,,0,,3
,,,,Y,,,,,,,,,,,,,,,,,SHEET,2.0,1500.0,4170,,0,,2
,E,,,Y,,,,,,,,,,,,,,,,,COIL,0.7,610.0,0,,0,3.0,3
,G,,,,,,,,,,,,,,,,,,,,COIL,2.5,610.0,0,,600,,3
,E,,,,,B,Y,,,,Y,,,,,,,,,,SHEET,1.2,609.9,4170,,0,,3
,,,,,,,,,C,,,,,,,,,,,,SHEET,0.6,335.0,611,,0,,5
,E,,,,Y,,,,,,,,,,,,,,,,SHEET,3.2,1300.0,4880,,0,,3
,F,,,Y,,,Y,,,,,,,,,,,,,,SHEET,0.6,610.0,4880,,0,,3
,G,,,,Y,,,,,,,,,,,,,,,,SHEET,0.7,610.0,4880,,0,,3
,E,,,,,,,,,,,,,,,C,,,,,COIL,0.699,610.0,0,N,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.699,374.9,4880,,0,,3
,,,,,,B,Y,,,,,,,,,,,,,,SHEET,1.599,1320.0,4880,,0,,2
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,0.3,610.0,4880,Y,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.4,610.0,762,N,0,,3
,E,,,,,B,Y,,,,,,,,,,,,,,SHEET,0.699,375.0,612,,0,,3
,G,,,,,,,,,,,,,,,,,,,,COIL,0.3,20.0,0,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,COIL,0.4,610.0,0,,0,,3
,D,,,,,B,,,,,,,,,,,,,,,SHEET,1.6,610.0,4880,,0,,3
,E,,,Y,,,,,,,,,,,,,,,,,SHEET,1.601,1320.0,4880,,0,,3
,E,,,,,,,,,,,,,,,,Y,,,,COIL,3.201,609.9,0,,0,,3
,,,,,,M,,,,,,,,,,,,,,,COIL,2.3,900.0,0,,600,,3
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,3.2,150.0,762,,0,,3
,,2.0,,,,,,,,,,,,,,,,,,,SHEET,0.8,610.0,4880,,0,,2
,,,,,,,,,C,,,,,,,,,,,,COIL,0.8,250.0,0,,0,,5
,E,,,,,,Y,,,,,,,,,,,,,,SHEET,3.2,1300.0,4880,,0,,3
,,,,,,M,,,,,,,,,,,,,,,COIL,3.2,900.0,0,,600,,3
,E,,,,,,,,,,,,,,,,,,,,COIL,0.9,966.0,0,,0,,3
,G,,,,,,,,,,,,,,,,Y,,,,COIL,1.001,50.0,0,Y,0,,3
,G,,,,,,,,,,,,,,,,,,,,SHEET,0.699,1300.0,4880,,0,,3
,E,,,,,B,,,,,,,,,,,,,,,COIL,0.4,609.9,0,,0,,3
,G,,,,,B,,,,,,,,,,,,,,,SHEET,3.2,610.0,4880,,0,,3
,,,,Y,,,,,,,,,,,,,,,,,SHEET,1.599,1500.0,4170,,0,,2
